family,genus,group,SRLI_2024_analysis,WCVP_status,WCVP_accepted_name,WCVP_current_id,RL_2000,RL_2010,RL_2020,RL_2000_10yr,RL_2010_10yr,RL_2020_10yr,RL_2000_20yr,RL_2010_20yr,RL_2020_20yr,RL_2000_30yr,RL_2010_30yr,RL_2020_30yr,Status_change,stats_change_A
Fabaceae,Ctenodon,Legumes,include,Homotypic_Synonym,"Ctenodon racemosus (Vogel) D.B.O.S.Cardoso, Filardi & H.C.Lima",77220358-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Ctenodon,Legumes,include,Homotypic_Synonym,"Ctenodon riedelianus (Taub.) D.B.O.S.Cardoso, Filardi & H.C.Lima",77220360-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene ruspoliana Taub. ex Harms,472935-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene schindleri R.Vig.,472940-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene venulosa Verdc.,472995-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Affonsea,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zingiberaceae,Aframomum,Monocots,include,Accepted,Aframomum angustifolium (Sonn.) K.Schum.,871829-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Aframomum,Monocots,include,Accepted,Aframomum sulcatum (Oliv. & D.Hanb. ex Baker) K.Schum.,871899-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asparagaceae,Agave,Monocots,include,Accepted,Agave guiengola Gentry,6512-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Asparagaceae,Agave,Monocots,include,Accepted,Agave lechuguilla Torr.,60474750-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asparagaceae,Agave,Monocots,include,Accepted,Agave ovatifolia G.D.Starr & Villarreal,325884-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Aglaonema,Monocots,include,Accepted,Aglaonema costatum N.E.Br.,84052-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Poaceae,Agropyron,Monocots,include,Accepted,Agropyron michnoi Roshev.,385107-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,include,Accepted,Agrostis dyeri Petrie,385695-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,exclude,Heterotypic_Synonym,Agrostis nervosa Nees ex Trin.,386057-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,include,Accepted,Agrostis olympica (Boiss.) Bor,386087-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,include,Accepted,Agrostis petriei Hack.,386139-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,include,Accepted,Agrostis subulifolia Stapf,386375-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Agrostis,Monocots,include,Accepted,Agrostis trachychlaena C.E.Hubb.,896863-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Orchidaceae,Agrostophyllum,Monocots,include,Accepted,Agrostophyllum cyathiforme J.J.Sm.,615434-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Agrostophyllum,Monocots,include,Accepted,Agrostophyllum laterale J.J.Sm.,615462-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Albizia,Legumes,include,Accepted,Albizia adianthifolia (Schumach.) W.Wight,473166-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Albizia,Legumes,include,Accepted,Albizia bernieri E.Fourn. ex Villiers,20004622-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Albizia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Albizia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pseudalbizzia,Legumes,include,Homotypic_Synonym,Pseudalbizzia glabripetala (H.S.Irwin) E.J.M.Koenen & Duno,77303819-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Albizia,Legumes,include,Accepted,Albizia philippinensis I.C.Nielsen,905619-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Albizia,Legumes,include,Accepted,Albizia suluensis Grestner,473402-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Albizia,Legumes,include,Accepted,Albizia thompsonii Brandis,60472337-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Albizia,Legumes,include,Accepted,Albizia tulearensis R.Vig.,473417-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asparagaceae,Albuca,Monocots,include,Accepted,Albuca yerburyi Ridl.,527478-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Nartheciaceae,Aletris,Monocots,include,Accepted,Aletris glabra Bureau & Franch.,429538-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Alexa,Legumes,include,Accepted,Alexa confusa Pittier,8321-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Alexa,Legumes,include,Accepted,Alexa wachenheimii Benoist,8328-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Restionaceae,Alexgeorgea,Monocots,include,Accepted,Alexgeorgea subterranea Carlquist,715691-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Cyperus,Monocots,include,Accepted,Cyperus malawicus (J.Raynal) Lye,912334-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium beesianum W.W.Sm.,527676-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium birkinshawii Mouterde,527687-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Amaryllidaceae,Allium,Monocots,exclude,Heterotypic_Synonym,Allium chinense G.Don,527818-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium calocephalum Wendelbo,527752-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium caroli-henrici Wendelbo,527785-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium colchicifolium Boiss.,527847-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium fasciculatum Rendle,528019-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,exclude,Heterotypic_Synonym,Allium fasciculatum Rendle,528019-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium mongolicum Regel,528434-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium peroninianum Azn.,528604-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium sieheanum Hausskn. ex Kollmann,901415-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Allium,Monocots,include,Accepted,Allium urmiense Kamelin & Seisums,997161-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Araceae,Alocasia,Monocots,include,Accepted,Alocasia flabellifera A.Hay,959176-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Alocasia,Monocots,include,Accepted,Alocasia grata Prain ex Engl. & Krause,84176-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Araceae,Alocasia,Monocots,include,Accepted,Alocasia lecomtei Engl.,84189-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe collenetteae Lavranos,981616-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe diolii L.E.Newton,985273-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe kefaensis M.G.Gilbert & Sebsebe,994715-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe ketabrowniorum L.E.Newton,977747-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe mahraensis Lavranos & T.A.McCoy,20009758-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe pubescens Reynolds,529807-1,NT,NT,NT,LC,LC,LC,LC,NT,NT,LC,NT,NT,No_change,genuine_2000-2010
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe wildii (Reynolds) Reynolds,530043-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asphodelaceae,Aloe,Monocots,include,Accepted,Aloe zebrina Baker,530052-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Alopecurus,Monocots,include,Accepted,Alopecurus himalaicus Hook.f.,387103-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Alpinia,Monocots,include,Accepted,Alpinia platylopha (Ridl.) Loes.,872027-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Zingiberaceae,Alpinia,Monocots,include,Accepted,Alpinia velutina Ridl.,872077-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Alstroemeriaceae,Alstroemeria,Monocots,include,Accepted,Alstroemeria espigonensis Ravenna,330370-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Alstroemeriaceae,Alstroemeria,Monocots,include,Accepted,Alstroemeria leporina Ehr.Bayer & Grau,907433-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Altensteinia,Monocots,include,Accepted,Altensteinia longispicata C.Schweinf.,615596-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Alysicarpus,Legumes,include,Accepted,Alysicarpus bupleurifolius (L.) DC.,473510-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Alysicarpus,Legumes,include,Accepted,Alysicarpus naikianus Pokle,1007775-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Ambrosina,Monocots,include,Accepted,Ambrosina bassii L.,84274-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NT,No_change,genuine_2010-2020
Orchidaceae,Hemipilia,Monocots,include,Accepted,Hemipilia capitata (Tang & F.T.Wang) Y.Tang & H.Peng,77206822-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Orchidaceae,Hemipilia,Monocots,include,Accepted,Hemipilia parceflora (Finet) Y.Tang & H.Peng,77206815-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Poaceae,Ammochloa,Monocots,include,Accepted,Ammochloa palaestina Boiss.,387237-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Sulettaria,Monocots,include,Accepted,Sulettaria lambirensis (R.M.Sm.) A.D.Poulsen & M.F.Newman,77190887-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Zingiberaceae,Meistera,Monocots,include,Accepted,Meistera masticatorium (Thwaites) Škorničk. & M.F.Newman,77178233-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Amomum,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zingiberaceae,Amomum,Monocots,include,Accepted,Amomum schlechteri K.Schum.,795648-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Zingiberaceae,Lanxangia,Monocots,include,Accepted,Lanxangia tsao-ko (Crevost & Lemarié) M.F.Newman & Škorničk.,77178198-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Zingiberaceae,Wurfbainia,Monocots,include,Accepted,Wurfbainia villosa (Lour.) Škorničk. & A.D.Poulsen,77178295-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Amorpha,Legumes,include,Accepted,Amorpha californica Nutt.,330882-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Amorpha,Legumes,include,Accepted,Amorpha crenulata Rydb.,11417-2,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Amorpha,Legumes,include,Accepted,Amorpha ouachitensis Wilbur,11448-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus curvistylis Hett.,979837-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus echinatus Bogner & Mayo,968075-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus longistylus Kurz ex Hook.f.,84389-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus merrillii K.Krause,84403-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus paeoniifolius (Dennst.) Nicolson,60444138-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Amorphophallus,Monocots,include,Accepted,Amorphophallus pygmaeus Hett.,979853-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Anarthrophyllum,Legumes,include,Accepted,Anarthrophyllum macrophyllum Sorarú,12403-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Anarthrophyllum,Legumes,include,Accepted,Anarthrophyllum rigidum (Gillies ex Hook. & Arn.) Hieron.,473997-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Anarthrophyllum,Legumes,include,Accepted,Anarthrophyllum subandinum Speg.,12413-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Lankesteriana,Monocots,include,Homotypic_Synonym,Lankesteriana comayaguensis (Ames) Karremans,77142133-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Andinia,Monocots,include,Accepted,Andinia panica (Luer & Dalström) Pridgeon & M.W.Chase,1129159-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Andira,Legumes,exclude,Heterotypic_Synonym,Andira fraxinifolia Benth.,474031-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Andira,Legumes,exclude,Heterotypic_Synonym,Andira fraxinifolia Benth.,474031-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Herminium,Monocots,include,Accepted,"Herminium oxysepalum (K.Y.Lang) X.H.Jin, Schuit., Raskoti & Lu Q.Huang",77155382-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Poaceae,Andropogon,Monocots,include,Accepted,Andropogon bentii Stapf,387571-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Poaceae,Andropogon,Monocots,include,Accepted,Andropogon virginicus L.,388740-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Commelinaceae,Aneilema,Monocots,include,Accepted,Aneilema mortonii Brenan,171653-1,VU,VU,VU,NT,NT,NT,NT,NT,VU,NT,NT,VU,Non_genuine_2010-2020,genuine_2010-2020
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum aloifolium Hermans & P.J.Cribb,994107-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum coutrixii Bosser,616048-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum humblotianum Schltr.,616179-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum penzigianum Schltr.,616329-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum pinifolium Bosser,616340-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Orchidaceae,Angraecum,Monocots,include,Accepted,Angraecum tenellum (Ridl.) Schltr.,616446-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Anguloa,Monocots,include,Accepted,Anguloa cliftonii J.G.Fowler,616501-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Angylocalyx,Legumes,include,Accepted,Angylocalyx boutiqueanus L.Touss.,474095-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Ania,Monocots,include,Accepted,Ania hongkongensis (Rolfe) Tang & F.T.Wang,616529-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Anoectochilus,Monocots,include,Accepted,Anoectochilus koshunensis Hayata,616592-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Ansellia,Monocots,include,Accepted,Ansellia africana Lindl.,616658-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Anthonotha,Legumes,include,Accepted,Anthonotha ferruginea (Harms) J.Léonard,474602-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Anthonotha,Legumes,include,Accepted,Anthonotha stipulacea (Benth.) J.Léonard,474618-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium alatipedunculatum Croat & R.A.Baker,15066-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium barbacoasense Engl.,15115-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium bonplandii G.S.Bunting,15128-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium caloveboranum Croat,272248-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium crenatum (L.) Kunth,84712-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium debile Croat & D.C.Bay,60436403-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium gehrigeri Croat,272287-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium lennartii Croat,272317-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Araceae,Anthurium,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araceae,Anthurium,Monocots,include,Accepted,Anthurium lingua Sodiro,15408-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Araceae,Anthurium,Monocots,include,Accepted,Anthurium promininerve Croat & M.M.Mora,60436409-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium puberulinervium Croat,272355-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium regnellianum Engl.,85272-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NA,NA
Araceae,Anthurium,Monocots,include,Accepted,Anthurium sagittatum (Sims) G.Don,85321-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium sinuatum Benth. ex Schott,85354-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium splendidum W.Bull ex Rodigas,85368-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Araceae,Anthurium,Monocots,include,Accepted,Anthurium umbricola Engl.,15794-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Anthyllis,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanthiaceae,Anticlea,Monocots,exclude,Homotypic_Synonym,Anticlea elegans subsp. vaginata (Rydb.) Palmquist & T.J.Ayers,77147333-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Aotus,Legumes,include,Accepted,Aotus subglauca Blakely & McKie,474824-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula calcarata Ridl.,616818-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula fasciculata J.J.Sm.,616855-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula longirostrata Ames & C.Schweinf.,616900-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula negrosiana (Ames) Ames,616918-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula polyantha Ames,616939-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Appendicula,Monocots,include,Accepted,Appendicula tenuispica (Schltr.) Schltr.,616967-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Arachis,Legumes,include,Accepted,Arachis cardenasii Krapov. & W.C.Greg.,318552-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Arachis,Legumes,include,Accepted,"Arachis cruziana Krapov., W.C.Greg. & C.E.Simpson",318536-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Arachis,Legumes,include,Accepted,Arachis helodes Mart. ex Krapov. & Rigoni,17294-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Arachis,Legumes,include,Accepted,Arachis hoehnei Krapov. & W.C.Greg.,318541-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Arachis,Legumes,include,Accepted,Arachis pietrarellii Krapov. & W.C.Greg.,318510-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Arapatiella,Legumes,exclude,Homotypic_Synonym,"Arapatiella psilophylla var. emarginata (R.S.Cowan) A.T.Novaes, M.J.Falcão & Mansano",3301348-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
