Species_name	Collection_ID	Specimen_ID	Voucher_information	Specimen_URL
Comarostaphylis polifolia	K	K000341840	Gonzales, S.; Borosova, R.; Landrein, S.; Osborne, J.; Ruacho, L. 493	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000341840
Comarum palustre	-	-	-	
Combera paradoxa	CORD	-	Moscone, E. 115	
Combretocarpus rotundatus	K	-	Nangkat, N. et al. BRUN16537	
Combretum apetalum	K	-	Cai J., Yang X.F., Yang J., Tial C.L. 15CS10710	
Combretum apiculatum	JRAU	-	Maurin, O. 1015	
Combretum grandidieri	K	-	Willing s.n.; 30219	
Combretum moggii	BNRH	-	Maurin, O. 1585	
Combretum mucronatum	K	-	Schmidt, H.H. et al. 1977	
Comesperma esulifolium	CANB	-	IRT 12350	
Comesperma volubile	AD	AD191303	P.J. Lang; P.D. Canty BS128-4499	
Cometes abyssinica	K	K001275525	Friis, I.; Bidgood, S.; Abebe, W.; Getachew, E. 12191	
Commelina sp.	K	-	HNK 1273	
Commicarpus australis	AD	AD242842	K.H. Brewer; T.S. Te 545	
Commicarpus scandens	-	-	-	
Commidendrum rugosum	K	-	RBG Kew Living Collection 2013-41	
Commiphora kua	K	-	Chase, M.W. 526	
Comolia vernicosa	NY	-	Michelangeli, F. A. 2460	
Comolia villosa	NY	-	Michelangeli, F. A. 2201	
Comoranthus minor	-	-	-	
Comospermum yedoense	K	-	Chase, M.W. 833	
Comparettia sp.	K	-	ES095	
Compsoneura excelsa	MIN	-	Ezedin, Z. 15	
Comptonella microcarpa	GOET	-	Porter P. Lowry II 5734 5734	
Comptonia peregrina	K	-	Chase, M.W.;  Fay, M. 14586	
Conandron ramondioides	K	K001275936	Togshi, M. 662	
Conanthera bifolia	K	K001393044	Chase, M.W. 13821	
Conchocarpus macrophyllus	K	K001266141	Pirani et al. 6078	
Conchopetalum brachysepalum	MO	-	Randriamampionona 637	
Condaminea corymbosa	GB	-	Persson 1657	
Condea tafallae	K	K001395054	Lliuly, A. 1488	
Condylocarpon isthmicum	UEC	-	Simoes s.n. 	
Condylostylis candida	K	K000931244	Franco, A.L.M. 28,113	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000931244
Congea tomentosa	-	-	-	
Conicosia sp.	NBG	-	LD46	
Conimitella williamsii	-	-	-	
Conioselinum anthriscoides	-	-	-	
Conioselinum smithii	-	-	-	
Conium maculatum	K	K001275327	Alston, A.H.G.; Sandwith, N.Y. 1.105	
Conium maculatum	-	-	-	
Connarus africanus	P	P05487889	Jongking, C.C.H. 8130	
Connarus cochinchinensis	P	P06172837	Hul, S. et al. 725	
Connarus perrottetii	P	P05519995	Jansen-Jacobs, M.J.; ter Welle, B.J.H.; Haripersaud, P.P.; Muller, O.; van der Zee, M. 6128	
Connarus thonningii	L	WAG.1382987	Jongking, C.C.H. 2991	
Connellia augustae	K	K000973324	Maguire, B. 40428	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973324
Connellia sp.	WU	-	s.n. GY-2021	
Conocalyx laxus	K	K001295740	Leandri, J. 3033	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001295740
Conocarpus erectus	BNRH	-	Maurin, O. 1668	
Conocarpus lancifolius	K	K001275232	Ryding, O. 1336	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275232
Conocliniopsis prasiifolia	K	-	Beck 2763	
Conoclinium coelestinum	-	-	-	
Conomitra linearis	K	K000993564	Gilbert, M.G.; Ensermu, K.; Vollesen, K. 7551	
Conopholis americana	-	-	-	
Conophytum bilobum	NBG	-	Rodgerson, C. 1547	
Conopodium majus	K	-	Fay, M.F. 218	
Conostephium pendulum	K	-	Smith, R.J. &  Easton, S. 103	
Conostylis seorsiflora	K	K001395009	Smith, R.J. & Shade, A. 83	
Constancea nevinii	K	-	RBG Kew Living Collection s.n.	
Convallaria keiskei	-	-	-	
Convallaria pseudomajalis	-	-	-	
Convolvulus arvensis	-	-	-	
Cooktownia robertsii	CANB	CANB 679460	L.J.Roberts ORG2113	
Coopernookia strophiolata	PERTH	PERTH 8987130	Byrne, G. 6519	
Copaifera officinalis	-	-	-	
Copaifera religiosa	K	-	R. M'Boungou & X. van der Burgt 464	
Copernicia hospita	FTG	-	FTG6236A	
Copernicia prunifera	K	-	Thomas, W. 4432	
Copiapoa gigantea	-	-	Larridon, I. 7	
Coprosma longifolia	K	-	Cantley, J. 120	
Coptis chinensis	-	-	-	
Coptis sp.	K	-	Leon, C.J. et al. 681	
Coptosapelta diffusa	K	K001275085	Feng-Jie, Z. 256	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275085
Corallocarpus welwitschii	TUM	-	Schaefer, H.  2015/090	
Corallodiscus lanuginosus	-	-	-	
Corallorhiza ekmanii	K	-	Phillips, B.R. 123	
Corchorus capsularis	-	-	-	
Corchorus olitorius	-	-	-	
Corchorus parviflorus	PERTH	PERTH 9169008	Mitchell, A.A.; Fletcher, W. 10332	
Cordia myxa	K	-	Leeuwenberg, A.J.M. 7592	
Cordiera concolor	K	K001139970	Chaves, E. 266	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001139970
Cordillera platycalyx	K	-	Aguilar 3643	
Cordyla haraka	K	K000556949	Poncy, O.; Andrianjafy, M.; Serein, J.Y. 3419	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000556949
Cordyline australis	-	-	-	
Cordyline cannifolia	K	-	Chase, M.W. 17936	
Cordylogyne globosa	UDW	-	Nicholas 2867	
Corema album	-	-	-	
Coreopsis gigantea	BC	-	Christenhusz, M.J.M 6887	
Corethrogyne filaginifolia	K	-	RBG Kew Living Collection 1982-5529	
Coriandrum sativum	-	-	-	
Coriaria napalensis	K	-	Chase, M.W. 33161	
Coriaria sp.	-	-	-	
Coris monspeliensis	K	K001208639	Jongkind, C.C.H.; Nieuwenhuis, C.M.J. 6207	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001208639
Corispermum hyssopifolium	-	-	-	
Cormus domestica	K	K001393258	Naas, P.J.M.; Naas, H. 9775	
Cornucopiae cucullatum	US	US 01955265	Soreng, R.J.; Cabi, E. 9144	
Cornukaempferia larsenii	K	-	S. Saensouk & P. Saensouk 145	
Cornus florida	-	-	-	
Cornutia pyramidata	-	-	-	
Corokia cotoneaster	K	-	Chase, M.W. & Fay, M. 38665	
Corokia cotoneaster	-	-	-	
Coronanthera deltoidifolia	K	K000224616	Tronchet, F. 406	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000224616
Coronidium elatum	NE	NE 108726	Collins, T.L. 1095	
Coronilla juncea	-	-	-	
Coronilla valentina	K	-	Chase, M.W. 16950	
Correa reflexa	GOET	-	SEMJ 047	
Corrigiola litoralis	K	K001275721	Maas, P.J.M.; Maas, H. 2406	
Corrigiola litoralis	-	-	-	
Corryocactus brevistylus	K	-	RBG Kew Living Collection 2001-3819	
Corryocactus melanotrichus	ZSS	94 2568 /e	de Vos, J.M. s.n.; 94 2568 /e	
Corryocactus squarrosus	K	-	RBG Kew Living Collection 2007-2086	
Corsia pyramidata	K	K001275893	Cribb, P.J. 5142	
Cortaderia jubata	-	-	-	
Cortia sp.	NY	-	474A	
Cortiella hookeri	K	K000544176	Cave, G.H. 41	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544176
Coryanthes speciosa	K	-	ES075	
Corybas aconitiflorus	CANB	CANB 664909	D.L.Jones|M.A.Clements 19223	
Corycium excisum	K	-	Bytebier, B. 2108	
Corydalis aitchisonii	K	-	Chase, M.W. 18526	
Corydalis linstowiana	-	-	-	
Corylopsis sinensis	K	-	Chase, M.W. 17884	
Corylus avellana	-	-	-	
Corymbia ficifolia	K	-	Maurin, O. 4419	
Corymbia papuana	K	-	Adams 949	
Corymbium cymosum	-	-	-	
Corymbium glabrum	-	-	-	
Corymbium villosum	-	-	-	
Corymborkis forcipigera	K	-	REU 10041	
Corymborkis veratrifolia	CANB	CANB 572780	B.Gray 8540	
Corynanthe pachyceras	K	-	Davis, A.P. 3050	
Corynanthera flava	K	K000065818	Coleby-Williams, J. 137	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065818
Corynephorus fasciculatus	PERTH	PERTH 09050981	Macfarlane, T.D. 6845	
Corynocarpus cribbianus	K	-	Coode, M.J.E. 8113	
Corynotheca micrantha	K	-	Chase, M.W. 2210	
Corypha umbraculifera	K	-	RBG Kew Living Collection 1954-35301	
Coryphantha macromeris	ZSS	81 1507 /b	de Vos, J.M. s.n. 	
Coryphantha sulcata	ZSS	79 2490/0	de Vos, J.M. s.n. 	
Corytoplectus speciosus	-	-	-	
Coscinium fenestratum	K	-	Chase, M.W. 17404	
Coscinium fenestratum	-	-	-	
Cosmelia rubra	K	K000993518	Brummitt, R.K.; George, A.S.; Oliver, E.G.H. 21355	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000993518
Cosmianthemum subglabrum	K	K000939370	Purseglove, J.W. 4995	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000939370
Cosmibuena grandiflora	GB	-	Persson et al. 1848	
Cosmos bipinnatus	-	-	-	
Cosmos caudatus	-	-	-	
Cosmos peucedanifolius	BA	-	Hidalgo, O.; Palazzesi, L. 573	
Cosmostigma cordatum	K	K000993547	Worthington, T.B. 4897	
Costularia natalensis	K	-	Hilliard, O.M.;  Burtt, B.L. 14504	
Costus guanaiensis	-	-	-	
Costus pulverulentus	-	-	-	
Costus woodsonii	K	-	Chase, M.W. 3911	
Cota tinctoria	BC	-	Hidalgo, O. 351	
Cota tinctoria	-	-	-	
Cotinus obovatus	K	-	SEMJ 187	
Cotoneaster integerrimus	K	-	Chase, M.W. 6627	
Cotoneaster transcaucasicus	-	-	-	
Cotopaxia asplundii	K	K000544177	Asplund, E. 20227	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544177
Cotula coronopifolia	CANB	CANB 826210	Clarke, I.C. 4249	
Cotyledon orbiculata	K	K001400397	Pretorius, W.A.J. 809	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400397
Couepia osaensis	K	-	Aguilar 14876	
Coulterophytum sp.	NY	-	Dennis Breedlove 64455	
Couma rigida	K	K001334231	Ferreira et al. 1829	
Couratari macrosperma	-	-	-	
Couroupita guianensis	-	-	-	
Coursetia glandulosa	ASU	-	WOJ 2088	
Cousinia moabitica	K	-	Abulaila, K.  2005JOR 32-5	
Coussapoa villosa	K	K001257761	Pennington, T.D. 10630	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001257761
Coussarea paniculata	K	K000578256	Zappi, D. 1057	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000578256
Coutarea hexandra	K	-	Kirkbridge 3931	
Crabbea nana	K	-	Forest. F. 885	
Craibiodendron yunnanense	K	-	Chase, M.W. 908	
Crambe hispanica	-	-	-	
Crambella teretifolia	WAG	WAG.1897861	Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa WAG.1897861	
Cranichis engelii	K	-	Schot s.n.; 16496	
Craniospermum subvillosum	K	-	Popov s.n.; 36034	
Cranocarpus mezii	K	-	L.A.Mattos 665	
Craspedia aurantia	BC	-	Hidalgo, O. 355	
Craspedorhachis africana	K	Unmounted	Vorontsova, M.S. 2110	
Craspidospermum verticillatum	-	-	-	
Crassocephalum crepidioides	K	-	Styles, D.G.A. 2608	
Crassula lanuginosa	K	-	RBG Kew Living Collection 1973-3210	
Crassula perforata	-	-	-	
Crataegus bipinnatifida	K	-	Leon, C.J., Lin Y-L,  Ye S-Q 405	
Crataegus bipinnatifida	-	-	-	
Crateranthus talbotii	K	K001275435	Burgt, X.M. van der; Eyakwe, M.B. 687	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275435
Craterispermum sp.	K	-	Davis, A.P. 2198	
Craterosiphon soyauxii	K	K000745842	van der Burgt, X.M. 1592	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000745842
Craterostigma plantagineum	-	-	-	
Crateva adansonii subsp. odora	K	-	Chase, M.W. 2152	
Crateva kirkii	K	K000787013	Goyder, D.J.; Alves, T.; et al 6100	
Crateva religiosa	NY	NY03946966	R.G. Troth 683	
Crateva tapia	RB	-	Luber, J.  716	
Cratoxylum cochinchinense	K	K000544299	Lugas, L. 257	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544299
Cratystylis conocephala	CANB	CANB 785617	Wicksteed, P. 189	
Crawfurdia angustata	-	-	-	
Crawfurdia campanulacea	-	-	-	
Cremanthodium campanulatum	K	-	Borosova, R.; Guo, Y.; Landrein, S.; Liu, C.; Osborne, J. 10CS2310	
Cremaspora triflora	K	-	Davis, A.P. 2912	
Cremastosperma oblongum	L	-	Pirie, M.D. 7	
Cremastra appendiculata	-	-	-	
Cremnophila nutans	K	K001400384	Rose, M. 838	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400384
Cremnothamnus thomsonii	CANB	CANB 815832	Albrecht, D.E. 14055	
Cremolobus chilensis	-	-	-	
Cremolobus peruvianus	-	-	-	
Cremosperma hirsutissimum	-	-	-	
Crenea maritima	MO	-	Cavalcanti; Pereira-Siva 3786	
Crenidium spinescens	NH	-	Haegi 2000	
Crepidiastrum ameristophyllum	-	-	-	
Crepidiastrum linguifolium	-	-	-	
Crepidorhopalon schweinfurthii	K	K001275273	Bingham, M.G,; Michels Kokwe, G. 12251	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275273
Crepis pygmaea	BC	-	Douzet, R. FR-7-VII-2017-1	
Cressa australis	AD	AD99819310	P.J. O'Connor; D.S. Arnott BS69-28063	
Cressa cretica	K	K001393271	Mashaly, I.; Boulos, L. 20246	
Crinodendron patagua	K	-	Chase, M.W. 19978	
Crinodendron patagua	-	-	-	
Crinum natans	K	-	Ameka & De Graft-Johnson 114	
Crioceras dipladeniiflorus	K	K001334227	Sita, P. 3020	
Criscia stricta	BA	-	Guttierrez, D.G. 1273	
Crispiloba disperma	CNS	CNS 135097	Costion, C. 2238	
Cristobalia bella	CTES	-	Keller & Franco 11948	
Cristonia biloba	MEL	MEL 2043459A	Ross, J.H. 3832	
Crithmum maritimum	K	-	Cowan. R.S. 117	
Critoniopsis glandulata	MA	-	Garcia, F. 624	
Croatiella integrifolia	MO	-	Weemer et al. 2514	
Crocosmia mathewsiana	K	-	Goldblatt, P.;  Manning, J.C. 9830	
Crocus pulchellus	K	-	Chase, M.W. I-19	
Crocus sativus	-	-	-	
Cromidon sp.	K	-	Goldblatt, P. & Porter, L. 12764	
Croomia japonica	-	-	-	
Croomia pauciflora	-	-	-	
Croomia sp.	K	-	 	
Crossandrella dusenii	K	-	Poulsen 1144	
Crossopetalum rhacoma	CS	-	Islam, M.B. Sep-30	
Crossopetalum rhacoma	-	-	-	
Crossopteryx febrifuga	K	K001275084	Boane, C. 32	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275084
Crossosoma bigelovii	-	-	-	
Crossosoma californicum	K	-	Beier s.n.; 5922	
Crossostephium chinense	-	-	-	
Crossyne guttata	K	-	RBG Kew DNA Bank 27801	
Crotalaria juncea	-	-	-	
Crotalaria novae-hollandiae	MEL	MEL 2437610A	Cuff, N.J. 525	
Croton tiglium	-	-	-	
Croton tiglium	K	-	Cribb, PJ et al. 460	
Crotonogyne caterviflora	K	K001061733	van der Burgt, X.M.; Lebbie, A.;  Momoh, J. 1835	
Crotonogynopsis usambarica	K	-	Ewango 550	
Crowea exalata	K	-	SEMJ 195	
Crucihimalaya himalaica	-	-	-	
Cruckshanksia hymenodon	NH	-	Rodriguez 10	
Crudia gabonensis	K	-	Carvalho 5829	
Crupina vulgaris	BC	-	Hidalgo, O. 255	
Crusea hispida	K	-	Chase, M.W. 2013	
Cryosophila warscewiczii	K	-	Chase, M.W. 35984	
Cryptandra amara	K	K001275702	Everist, S.L. 5960	
Cryptangium verticillatum	GENT	-	Ruysschaert S. 664	
Cryptantha decipiens	-	-	-	
Cryptocarya alba	K	-	Chase, M.W. 5521	
Cryptochilus luteus	K	-	Hiep, N.T., Binh, N.Q., Averyanov, L. and P.Cribb 3479	
Cryptochloa strictiflora	TCD	-	Hodkinson, T.R. 554	
Cryptocoryne lingua	K	-	Chase, M.W. 10998	
Cryptolepis nigrescens	K	K001334207	Ollerton 74	
Cryptopus elatus	K	K000546428	Bernardi, L.; Schauenberg, P.; Lesquef, J-Y. 14989	
Cryptosepalum pellegrinianum	K	-	Breteler, F. J.  15241	
Cryptospora falcata	ALTB	-	S1251b	
Cryptostegia madagascariensis	K	K001334203	Burivalova 87	
Cryptostephanus vansonii	K	-	Duncan, G. s.n.; 28548	
Cryptostylis erecta	CANB	CANB 666896	M.A.Clements 10571	
Cryptostylis leptochila	-	-	-	
Cryptostylis subulata	K	K000942551	Brown, R. 5556	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000942551
Cryptotaenia africana	K	K000338800	Onana, J-G.; Satabie; Litt; Dilen; Peter; Tadjouteu 444	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000338800
Ctenanthe dasycarpa	K	K001395019	Chase, M.W. 3870	
Ctenium concinnum	-	-	-	
Ctenodon sp.	K	-	Atkins et al. 5088	
Ctenolophon englerianus	K	-	Lemaine H. 1572	
Cuatrecasasiella argentina	SI	-	Urtubey, E. & al. 474	
Cuatrecasasiella isernii	QCA	-	Carate 919	
Cuatresia harlingiana	NH	-	Deanna 143	
Cuatresia sp.	HUAZ	-	Trujillo, E. 3453	
Cubanola daphnoides	GB	-	Rova et al. 2281	
Cubilia cubili	K	-	Chase, M.W. 2125	
Cucumis anguria	TUM	-	Mitchell, T. C., Schaefer, H.  65	
Cucumis prophetarum	K	-	RBG Kew DNA Bank 67130	
Cucumis rigidus	K	-	Forest, F. 898	
Cucumis sativus	-	-	-	
Cucurbita ecuadorensis	GUAY	-	Cornejo, X.  2331	
Cucurbita maxima	-	-	-	
Cucurbitella asperata	L	-	de Haas, H. H.  968	
Cuervea isangiensis	MO	-	White 1238	
Cuervea kappleriana	F	-	Garwood, N.C.; Gonzalez, A. 1879A	
Culcasia striolata	K	-	Knecht, M. 2	
Culcitium canescens	LPB	-	Meneses, R.I. 5445	
Culcitium neaei	LPB	-	Pozo, P. 796	
Culcitium nivale	QCA	-	Duchicela, S.A. 24	
Culcitium rufescens	LPB	-	Meneses, R.I. 4424	
Cullen corylifolium	-	-	-	
Cullumia bisulca	K	-	Forest, F. & Manning, J.C. 521	
Cumarinia odorata	-	-	-	
Cuminum cyminum	K	K000374013	Rechinger, K.H. 51696	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000374013
Cumulopuntia boliviana	ZSS	99 5113 /0	de Vos, J.M. s.n. 	
Cumulopuntia sphaerica	ZSS	94 1455 /0	de Vos, J.M. s.n.; 94 1455 /0	
Cunonia capensis	K	-	Chase, M.W. 3078	
Cunonia capensis	-	-	-	
Cunonia cerifera	K	-	Pillon, Y. 105	
Cupania rubiginosa	K	-	Mori 8868	
Cupaniopsis anacardioides	K	-	Chase, M.W. 217	
Cupaniopsis flagelliformis	K	-	Munzinger 6959	
Cupaniopsis macropetala	K	-	Deby 1227	
Cupaniopsis trigonocarpa	L	L0469922	Veillon 7200	
Cuphea hyssopifolia	K	-	Chase, M.W. 15860	
Cuphea viscosissima	MO	-	Bodine, S.A.; Dietrich, C.; Schmidt, H.H. 5	
Cuphonotus andraeanus	AD	AD243418	D.E. Murfet; T.S. Te 6981	
Cuprella homalocarpa	P	P05330155	Vanessa Invernon P05330155	
Curarea candicans	K	K001275719	McDowell, T.; Feuillet, C. 2075	
Curatella americana	K	-	Chase, M.W. 973	
Curculigo sp.	-	-	-	
Curcuma amada	-	-	-	
Curcuma aromatica	-	-	-	
Curcuma longa	-	-	-	
Curio rowleyanus	-	-	-	
Curitiba prismatica	K	-	Lima, D.F. 551	
Curtisia dentata	K	K001069455	Fay, M.F. s.n.; 14717	
Cuscuta australis	K	-	Leon, C.J.;  Lin Y-L. 860	
Cuscuta campestris	-	-	-	
Cuscuta pentagona	-	-	-	
Cuspidia cernua	PRE	PRE561917	Koekemoer, M. 1986	
Cussonia corbisieri	K	-	Brummitt, R.K. & Polhill, R.M. 13804	
Cutandia stenostachya	K	K001418218	Burton, R.M. s.n. 	
Cuttsia viburnea	BRI	BRI AQ0836010	P.I. Forster 40539	
Cyamopsis tetragonoloba	-	-	-	
Cyanaeorchis arundinae	K	-	Sellow 462-1341	
Cyananthus formosus	K	-	Borosova, R.; Guo, Y.; Landrein, S.; Liu, C.; Osborne, J. 102305	
Cyanastrum cordifolium	-	-	-	
Cyanella orchidiformis	-	-	-	
Cyanocephalus pedalipes	K	-	Harley, R.M. 27911	
Cyanoneuron pedunculatum	K	K001275095	Rantai Jawa, J et al. 70262	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275095
Cyanotis arachnoidea	-	-	-	
Cyanotis axillaris	AD	AD99818156	D.F. Blaxell 1284	
Cyanthillium cinereum	K	-	Dakuo R. ML-497	
Cyanthillium wollastonii	K	-	MPU 15	
Cyathochaeta diandra	K	K000493450	Hodgon, J. 94	
Cyathocoma hexandra	-	-	-	
Cyathodes glauca	HO	HO585896	Buchanan, A.M. 17501	
Cyathopsis floribunda	K	K000993521	McKee, H.S. 5116	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000993521
Cyathopus sikkimensis	K	K000913493	Hooker, J.D. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000913493
Cyathostegia matthewsii	K	-	Klitgaard & Lewis 724	
Cyathostemon ambiguus	K	K000065819	Sweedman, L.; Baldwin, M. 5703	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065819
Cyathula achyranthoides	K	-	Slageren, M van; Sanou, L MSLS 1662	
Cybianthus marginatus	K	K001208962	van der Werff, H.; Rivero, R.; Aymard, G. 8884	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001208962
Cybianthus pastensis	K	K001400020	Neill, D. 15363	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400020
Cybianthus peruvianus	K	K001208641	Ruiz, J. 781	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001208641
Cybistax antisyphilitica	K	K000903195	Ratter, J.A. 6493	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000903195
Cycas micholitzii	-	-	-	
Cycladenia humilis	K	K000993574	Alexander, A.M.; Kellogg, L. 3058	
Cyclamen cyprium	K	-	Chase, M.W. 22912	
Cyclanthera longisepala	L	-	Hinton, G. B.  11470	
Cyclantheropsis parviflora	TUM	-	Schaefer, H.  2013/088	
Cyclanthus bipartitus	K	-	Chase, M.W. 34494	
Cyclea peltata	K	-	Chase, M.W. 17394	
Cyclocarpa stellaris	MEL	MEL 0255590A	Cowie, I.D. 6834	
Cyclocarya paliurus	-	-	-	
Cyclocotyla congolensis	K	K001334239	de Wilde, J. 7958	
Cyclolepis genistoides	HTW	-	Hidalgo, O.; Gonzalez, C. & al. AR-66	
Cyclophyllum barbatum	K	-	I.Gafui & Collector BSIP 15174	
Cyclophyllum sp.	K	K000062251	Mouly, A. 264	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000062251
Cyclopia sp.	UVSC	-	Muasya et al 6731	
Cyclopogon lindleyanus	K	K000573835	ES192	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000573835
Cyclospermum leptophyllum	K	K000374014	Ramirez, V. 368	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000374014
Cycnogeton dubium	K	K001393301	Evans, M. 2975	
Cycnogeton multifructum	-	-	-	
Cydonia oblonga	-	-	-	
Cylicomorpha parviflora	K	-	Smith, S.A.L., Beentje, H.J.;  Muasya, A.M. 288	
Cylindrophyllum hallii	K	-	LD45	
Cylindropsis parvifolia	K	K000745676	van der Burgt 68	
Cylindropuntia imbricata	ZSS	99 6271 /0	de Vos, J.M. s.n. 	
Cymaria dichotoma	BRI	BRI 683370	I.D. Cowie 8914	
Cymatocarpus pilosissimus	WAG	WAG.0143248	Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa WAG.0143248	
Cymbalaria muralis	K	-	MCS010	
Cymbaria mongolica	-	-	-	
Cymbidium aloifolium	K	-	Chase, M.W. O-1464	
Cymbidium canaliculatum	CANB	CANB 892327	D.Wood, B.Wood ORG5337	
Cymbidium sinense	-	-	-	
Cymbocarpum anethoides	K	K000374015	Davis 43668	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000374015
Cymbonotus lawsonianus	CANB	CANB 811121	Purdie, R.W. 8427	
Cymbopappus adenosolen	K	-	Helme, N.A. 3412	
Cymbopetalum costaricense	L	-	Chatrou, L.W. 58	
Cymbopogon ambiguus	AD	AD AD193242	F.J. Badman 11976	
Cymbopogon nardus	-	-	-	
Cymodocea nodosa	-	-	-	
Cymodocea rotundata	-	-	-	
Cynanchica pyrenaica	K	-	Sheahan, M-C. 64	
Cynanchum gracillimum	K	K001334195	Wen He Qun W132	
Cynanchum laeve	K	K	F. S. Earle 157	
Cynara cardunculus	-	-	-	
Cynara syriaca	K	-	Fayad, M.  2002JOR 75-1	
Cynodon convergens	AD	AD AD203222	I.D. Fox, G.W. Wilson, G.H. Krygsman 3448	
Cynodon dactylon	AD	AD99714165	H.P. Vonow; T. Mowbray BS69-23875	
Cynodon dactylon	-	-	-	
Cynoglossum amplifolium	K	K001275673	Bidgood, S.; Keeley, P. 288	
Cynoglottis barrelieri	K	K001393221	Mayer, E.; Wraber, T. 39308	
Cynometra lenticellata	K	-	Bray 8937	
Cynometra vogelii	K	-	C. Jongkind and C.M.J. Nieuwenhuis 2998	
Cynomorium coccineum	-	-	-	
Cynosciadium digitatum	NY	-	Robert Naczi 17509	
Cynosurus cristatus	-	-	-	
Cynosurus echinatus	-	-	-	
Cyperochloa hirsuta	PERTH	PERTH 09051104	MacFarlane, T.D. 6891	
Cyperus alternifolius	-	-	-	
Cyperus esculentus	-	-	-	
Cyperus pandanophyllum	K	-	Beentje 4774	
Cyperus papyrus	-	-	-	
Cyperus rotundus	-	-	-	
Cyphanthera sp.	K	-	Chase, M.W.  2315	
Cyphochlaena madagascariensis	K	Unmounted	Vorontsova, M.S. 954	
Cypholophus montanus	K	-	Argent, G. 535	
Cyphomeris gypsophiloides	-	-	-	
Cyphonanthus discrepans	K	K001393090	Wood, J.R.I.; Soto, D. 25373	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393090
Cyphophoenix alba	K	-	Pintaud, J.C. 271a	
Cyphophoenix elegans	K	-	Pintaud, J.C. 216	
Cyphophoenix fulcita	K	-	Pintaud s.n. 	
Cyphosperma balansae	K	-	Pintaud, J.C. 228	
Cyphostemma mappia	K	-	Page, W. 11	
Cyphostigma pulchellum	K	K001393151	Burtt, B.L. 113	
Cyphotheca montana	CAS	-	Penneys, D.S. 1993	
Cypripedium acaule	-	-	-	
Cypripedium calceolus	K	-	Chase, M.W. 9484	
Cypripedium micranthum	-	-	-	
Cypripedium subtropicum	-	-	-	
Cyrilla racemiflora	K	-	Chase, M.W. 2531	
Cyrilla racemiflora	-	-	-	
Cyrtandra albibracteata	K	K000831547	Burtt, B.L. 4952	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000831547
Cyrtandra baeotricha	K	K000831718	Pulle, A. 465	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000831718
Cyrtandra dispar	-	-	-	
Cyrtandra sp.	K	-	Utteridge, T.M.A. 171	
Cyrtandropsis acutiserrata	K	K000831490	Ledermann 9343	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000831490
